DEVICE(0),SERIES_NO(1),LANE(2),SMALL_VOL(3),BIG_VOL(4),CONNECT_VOL(5),SMALL_SPEED(6),BIG_SPEED(7),CONNECT_SPEED(8),OCCUPANCY(9),level(10)
VD01,9,3,20,14,11,57,57,57,22,1
VD02,9,3,8,6,4,91,91,91,7,1
VD01,9,4,20,14,11,57,57,57,22,1
VD02,9,4,8,6,4,91,91,91,7,1
VD01,10,1,20,14,11,57,57,57,22,1
VD02,10,1,8,6,4,91,91,91,7,1
VD01,10,2,20,14,11,57,57,57,22,1
VD02,10,2,8,6,4,91,91,91,7,1
VD01,10,3,20,14,11,57,57,57,22,1
VD02,10,3,8,6,4,91,91,91,7,1
VD01,10,4,20,14,11,57,57,57,22,1
VD02,10,4,8,6,4,91,91,91,7,1
VD01,11,1,20,14,11,57,57,57,22,1
VD02,11,1,8,6,4,91,91,91,7,1
VD01,11,2,20,14,11,57,57,57,22,1
VD02,11,2,8,6,4,91,91,91,7,1
VD01,11,3,20,14,11,57,57,57,22,1
VD02,11,3,8,6,4,91,91,91,7,1
VD01,11,4,20,14,11,57,57,57,22,1
VD02,11,4,8,6,4,91,91,91,7,1
VD01,12,1,20,14,11,57,57,57,22,1
VD02,12,1,8,6,4,91,91,91,7,1
VD01,12,2,20,14,11,57,57,57,22,1
VD02,12,2,8,6,4,91,91,91,7,1
VD01,12,3,20,14,11,57,57,57,22,1
VD02,12,3,8,6,4,91,91,91,7,1
VD01,12,4,20,14,11,57,57,57,22,1
VD02,12,4,8,6,4,91,91,91,7,1
VD01,13,1,15,7,7,80,80,80,20,0
VD02,13,1,15,7,7,80,80,80,20,0
VD01,13,2,15,7,7,80,80,80,20,0
VD02,13,2,15,7,7,80,80,80,20,0
VD01,13,3,15,7,7,80,80,80,20,0
VD02,13,3,15,7,7,80,80,80,20,0
VD01,13,4,15,7,7,80,80,80,20,0
VD02,13,4,15,7,7,80,80,80,20,0
VD01,14,1,15,7,7,80,80,80,20,0
VD02,14,1,15,7,7,80,80,80,20,0
VD01,14,2,15,7,7,80,80,80,20,0
VD02,14,2,15,7,7,80,80,80,20,0
VD01,14,3,15,7,7,80,80,80,20,0
VD02,14,3,15,7,7,80,80,80,20,0
VD01,14,4,15,7,7,80,80,80,20,0
VD02,14,4,15,7,7,80,80,80,20,0
VD01,15,1,15,7,7,80,80,80,20,0
VD02,15,1,15,7,7,80,80,80,20,0
VD01,15,2,15,7,7,80,80,80,20,0
VD02,15,2,15,7,7,80,80,80,20,0
VD01,15,3,15,7,7,80,80,80,20,0
VD02,15,3,15,7,7,80,80,80,20,0
VD01,15,4,15,7,7,80,80,80,20,0
VD02,15,4,15,7,7,80,80,80,20,0
VD01,1,1,15,7,7,80,80,80,20,0
VD02,1,1,15,7,7,80,80,80,20,0
VD01,1,2,15,7,7,80,80,80,20,0
VD02,1,2,15,7,7,80,80,80,20,0
VD01,1,3,15,7,7,80,80,80,20,0
VD02,1,3,15,7,7,80,80,80,20,0
VD01,1,4,15,7,7,80,80,80,20,0
VD02,1,4,15,7,7,80,80,80,20,0
VD01,2,1,15,7,7,80,80,80,20,0
VD02,2,1,15,7,7,80,80,80,20,0
VD01,2,2,15,7,7,80,80,80,20,0
VD02,2,2,15,7,7,80,80,80,20,0
VD01,2,3,15,7,7,80,80,80,20,0
VD02,2,3,15,7,7,80,80,80,20,0
VD01,2,4,15,7,7,80,80,80,20,0
VD02,2,4,15,7,7,80,80,80,20,0
VD01,3,1,15,7,7,80,80,80,20,0
VD02,3,1,15,7,7,80,80,80,20,0
VD01,3,2,15,7,7,80,80,80,20,0
VD02,3,2,15,7,7,80,80,80,20,0
VD01,3,3,15,7,7,80,80,80,20,0
VD02,3,3,15,7,7,80,80,80,20,0
VD01,3,4,15,7,7,80,80,80,20,0
VD02,3,4,15,7,7,80,80,80,20,0
VD01,4,1,20,14,11,55,55,55,22,1
VD02,4,1,8,5,5,91,91,91,8,1
VD01,4,2,20,14,11,55,55,55,22,1
VD02,4,2,8,5,5,91,91,91,8,1
VD01,4,3,20,14,11,55,55,55,22,1
VD02,4,3,8,5,5,91,91,91,8,1
VD01,4,4,20,14,11,55,55,55,22,1
VD02,4,4,8,5,5,91,91,91,8,1
VD01,5,1,20,14,11,55,55,55,22,1
VD02,5,1,8,5,5,91,91,91,8,1
VD01,5,2,20,14,11,55,55,55,22,1
VD02,5,2,8,5,5,91,91,91,8,1
VD01,5,3,20,14,11,55,55,55,22,1
VD02,5,3,8,5,5,91,91,91,8,1
VD01,5,4,20,14,11,55,55,55,22,1
VD02,5,4,8,5,5,91,91,91,8,1
VD01,6,1,20,14,11,55,55,55,22,1
VD02,6,1,8,5,5,91,91,91,8,1
VD01,6,2,20,14,11,55,55,55,22,1
VD02,6,2,8,5,5,91,91,91,8,1
VD01,6,3,20,14,11,55,55,55,22,1
VD02,6,3,8,5,5,91,91,91,8,1
VD01,6,4,20,14,11,55,55,55,22,1
VD02,6,4,8,5,5,91,91,91,8,1
VD01,7,1,20,14,11,55,55,55,22,1
VD02,7,1,8,5,5,91,91,91,8,1
VD01,7,2,20,14,11,55,55,55,22,1
VD02,7,2,8,5,5,91,91,91,8,1
VD01,7,3,20,14,11,55,55,55,22,1
VD02,7,3,8,5,5,91,91,91,8,1
VD01,7,4,20,14,11,55,55,55,22,1
VD02,7,4,8,5,5,91,91,91,8,1
VD01,8,1,20,14,11,55,55,55,22,1
VD02,8,1,8,5,5,91,91,91,8,1
VD01,8,2,20,14,11,55,55,55,22,1
VD02,8,2,8,5,5,91,91,91,8,1
VD01,8,3,20,14,11,55,55,55,22,1
VD02,8,3,8,5,5,91,91,91,8,1
VD01,8,4,20,14,11,55,55,55,22,1
VD02,8,4,8,5,5,91,91,91,8,1
VD01,9,1,20,14,11,55,55,55,22,1
VD02,9,1,8,5,5,91,91,91,8,1
VD01,9,2,20,14,11,55,55,55,22,1
VD02,9,2,8,5,5,91,91,91,8,1
VD01,9,3,20,14,11,55,55,55,22,1
VD02,9,3,8,5,5,91,91,91,8,1
VD01,9,4,20,14,11,55,55,55,22,1
VD02,9,4,8,5,5,91,91,91,8,1
VD01,10,1,20,14,11,55,55,55,22,1
VD02,10,1,8,5,5,91,91,91,8,1
VD01,10,2,20,14,11,55,55,55,22,1
VD02,10,2,8,5,5,91,91,91,8,1
VD01,10,3,20,14,11,55,55,55,22,1
VD02,10,3,8,5,5,91,91,91,8,1
VD01,10,4,20,14,11,55,55,55,22,1
VD02,10,4,8,5,5,91,91,91,8,1
VD01,11,1,20,14,11,55,55,55,22,1
VD02,11,1,8,5,5,91,91,91,8,1
VD01,11,2,20,14,11,55,55,55,22,1
VD02,11,2,8,5,5,91,91,91,8,1
VD01,11,3,20,14,11,55,55,55,22,1
VD02,11,3,8,5,5,91,91,91,8,1
VD01,11,4,20,14,11,55,55,55,22,1
VD02,11,4,8,5,5,91,91,91,8,1
VD01,12,1,20,14,11,55,55,55,22,1
VD02,12,1,8,5,5,91,91,91,8,1
VD01,12,2,20,14,11,55,55,55,22,1
VD02,12,2,8,5,5,91,91,91,8,1
VD01,12,3,20,14,11,55,55,55,22,1
VD02,12,3,8,5,5,91,91,91,8,1
VD01,12,4,20,14,11,55,55,55,22,1
VD02,12,4,8,5,5,91,91,91,8,1
VD01,13,1,15,7,7,80,80,80,20,0
VD02,13,1,15,7,7,80,80,80,20,0
VD01,13,2,15,7,7,80,80,80,20,0
VD02,13,2,15,7,7,80,80,80,20,0
VD01,13,3,15,7,7,80,80,80,20,0
VD02,13,3,15,7,7,80,80,80,20,0
VD01,13,4,15,7,7,80,80,80,20,0
VD02,13,4,15,7,7,80,80,80,20,0
VD01,14,1,15,7,7,80,80,80,20,0
VD02,14,1,15,7,7,80,80,80,20,0
VD01,14,2,15,7,7,80,80,80,20,0
VD02,14,2,15,7,7,80,80,80,20,0
VD01,14,3,15,7,7,80,80,80,20,0
VD02,14,3,15,7,7,80,80,80,20,0
VD01,14,4,15,7,7,80,80,80,20,0
VD02,14,4,15,7,7,80,80,80,20,0
VD01,15,1,15,7,7,80,80,80,20,0
VD02,15,1,15,7,7,80,80,80,20,0
VD01,15,2,15,7,7,80,80,80,20,0
VD02,15,2,15,7,7,80,80,80,20,0
VD01,15,3,15,7,7,80,80,80,20,0
VD02,15,3,15,7,7,80,80,80,20,0
VD01,15,4,15,7,7,80,80,80,20,0
VD02,15,4,15,7,7,80,80,80,20,0
VD01,1,1,15,8,6,80,80,80,20,0
VD02,1,1,15,8,6,80,80,80,20,0
VD01,1,2,15,8,6,80,80,80,20,0
VD02,1,2,15,8,6,80,80,80,20,0
VD01,1,3,15,8,6,80,80,80,20,0
VD02,1,3,15,8,6,80,80,80,20,0
VD01,1,4,15,8,6,80,80,80,20,0
VD02,1,4,15,8,6,80,80,80,20,0
VD01,2,1,15,8,6,80,80,80,20,0
VD02,2,1,15,8,6,80,80,80,20,0
VD01,2,2,15,8,6,80,80,80,20,0
VD02,2,2,15,8,6,80,80,80,20,0
VD01,2,3,15,8,6,80,80,80,20,0
VD02,2,3,15,8,6,80,80,80,20,0
VD01,2,4,15,8,6,80,80,80,20,0
VD02,2,4,15,8,6,80,80,80,20,0
VD01,3,1,15,8,6,80,80,80,20,0
VD02,3,1,15,8,6,80,80,80,20,0
VD01,3,2,15,8,6,80,80,80,20,0
VD02,3,2,15,8,6,80,80,80,20,0
VD01,3,3,15,8,6,80,80,80,20,0
VD02,3,3,15,8,6,80,80,80,20,0
VD01,3,4,15,8,6,80,80,80,20,0
VD02,3,4,15,8,6,80,80,80,20,0
VD01,4,1,21,15,9,55,55,55,25,1
VD02,4,1,8,6,4,91,91,91,7,1
VD01,4,2,21,15,9,55,55,55,25,1
VD02,4,2,8,6,4,91,91,91,7,1
VD01,4,3,21,15,9,55,55,55,25,1
VD02,4,3,8,6,4,91,91,91,7,1
VD01,4,4,21,15,9,55,55,55,25,1
VD02,4,4,8,6,4,91,91,91,7,1
VD01,5,1,21,15,9,55,55,55,25,1
VD02,5,1,8,6,4,91,91,91,7,1
VD01,5,2,21,15,9,55,55,55,25,1
VD02,5,2,8,6,4,91,91,91,7,1
VD01,5,3,21,15,9,55,55,55,25,1
VD02,5,3,8,6,4,91,91,91,7,1
VD01,5,4,21,15,9,55,55,55,25,1
VD02,5,4,8,6,4,91,91,91,7,1
VD01,6,1,21,15,9,55,55,55,25,1
VD02,6,1,8,6,4,91,91,91,7,1
VD01,6,2,21,15,9,55,55,55,25,1
VD02,6,2,8,6,4,91,91,91,7,1
VD01,6,3,21,15,9,55,55,55,25,1
VD02,6,3,8,6,4,91,91,91,7,1
VD01,6,4,21,15,9,55,55,55,25,1
VD02,6,4,8,6,4,91,91,91,7,1
VD01,7,1,21,15,9,55,55,55,25,1
VD02,7,1,8,6,4,91,91,91,7,1
VD01,7,2,21,15,9,55,55,55,25,1
VD02,7,2,8,6,4,91,91,91,7,1
VD01,7,3,21,15,9,55,55,55,25,1
VD02,7,3,8,6,4,91,91,91,7,1
VD01,7,4,21,15,9,55,55,55,25,1
VD02,7,4,8,6,4,91,91,91,7,1
VD01,8,1,21,15,9,55,55,55,25,1
VD02,8,1,8,6,4,91,91,91,7,1
VD01,8,2,21,15,9,55,55,55,25,1
VD02,8,2,8,6,4,91,91,91,7,1
VD01,8,3,21,15,9,55,55,55,25,1
VD02,8,3,8,6,4,91,91,91,7,1
VD01,8,4,21,15,9,55,55,55,25,1
VD02,8,4,8,6,4,91,91,91,7,1
VD01,9,1,21,15,9,55,55,55,25,1
VD02,9,1,8,6,4,91,91,91,7,1
VD01,9,2,21,15,9,55,55,55,25,1
VD02,9,2,8,6,4,91,91,91,7,1
VD01,9,3,21,15,9,55,55,55,25,1
VD02,9,3,8,6,4,91,91,91,7,1
VD01,9,4,21,15,9,55,55,55,25,1
VD02,9,4,8,6,4,91,91,91,7,1
VD01,10,1,21,15,9,55,55,55,25,1
VD02,10,1,8,6,4,91,91,91,7,1
VD01,10,2,21,15,9,55,55,55,25,1
VD02,10,2,8,6,4,91,91,91,7,1
VD01,10,3,21,15,9,55,55,55,25,1
VD02,10,3,8,6,4,91,91,91,7,1
VD01,10,4,21,15,9,55,55,55,25,1
VD02,10,4,8,6,4,91,91,91,7,1
VD01,11,1,21,15,9,55,55,55,25,1
VD02,11,1,8,6,4,91,91,91,7,1
VD01,11,2,21,15,9,55,55,55,25,1
VD02,11,2,8,6,4,91,91,91,7,1
VD01,11,3,21,15,9,55,55,55,25,1
VD02,11,3,8,6,4,91,91,91,7,1
VD01,11,4,21,15,9,55,55,55,25,1
VD02,11,4,8,6,4,91,91,91,7,1
VD01,12,1,21,15,9,55,55,55,25,1
VD02,12,1,8,6,4,91,91,91,7,1
VD01,12,2,21,15,9,55,55,55,25,1
VD02,12,2,8,6,4,91,91,91,7,1
VD01,12,3,21,15,9,55,55,55,25,1
VD02,12,3,8,6,4,91,91,91,7,1
VD01,12,4,21,15,9,55,55,55,25,1
VD02,12,4,8,6,4,91,91,91,7,1
VD01,13,1,15,8,6,80,80,80,20,0
VD02,13,1,15,8,6,80,80,80,20,0
VD01,13,2,15,8,6,80,80,80,20,0
VD02,13,2,15,8,6,80,80,80,20,0
VD01,13,3,15,8,6,80,80,80,20,0
VD02,13,3,15,8,6,80,80,80,20,0
VD01,13,4,15,8,6,80,80,80,20,0
VD02,13,4,15,8,6,80,80,80,20,0
VD01,14,1,15,8,6,80,80,80,20,0
VD02,14,1,15,8,6,80,80,80,20,0
VD01,14,2,15,8,6,80,80,80,20,0
VD02,14,2,15,8,6,80,80,80,20,0
VD01,14,3,15,8,6,80,80,80,20,0
VD02,14,3,15,8,6,80,80,80,20,0
VD01,14,4,15,8,6,80,80,80,20,0
VD02,14,4,15,8,6,80,80,80,20,0
VD01,15,1,15,8,6,80,80,80,20,0
VD02,15,1,15,8,6,80,80,80,20,0
VD01,15,2,15,8,6,80,80,80,20,0
VD02,15,2,15,8,6,80,80,80,20,0
VD01,15,3,15,8,6,80,80,80,20,0
VD02,15,3,15,8,6,80,80,80,20,0
VD01,15,4,15,8,6,80,80,80,20,0
VD02,15,4,15,8,6,80,80,80,20,0
VD01,1,1,15,8,6,80,80,80,20,0
VD02,1,1,15,8,6,80,80,80,20,0
VD01,1,2,15,8,6,80,80,80,20,0
VD02,1,2,15,8,6,80,80,80,20,0
VD01,1,3,15,8,6,80,80,80,20,0
VD02,1,3,15,8,6,80,80,80,20,0
VD01,1,4,15,8,6,80,80,80,20,0
VD02,1,4,15,8,6,80,80,80,20,0
VD01,2,1,15,8,6,80,80,80,20,0
VD02,2,1,15,8,6,80,80,80,20,0
VD01,2,2,15,8,6,80,80,80,20,0
VD02,2,2,15,8,6,80,80,80,20,0
VD01,2,3,15,8,6,80,80,80,20,0
VD02,2,3,15,8,6,80,80,80,20,0
VD01,2,4,15,8,6,80,80,80,20,0
VD02,2,4,15,8,6,80,80,80,20,0
VD01,3,1,15,8,6,80,80,80,20,0
VD02,3,1,15,8,6,80,80,80,20,0
VD01,3,2,15,8,6,80,80,80,20,0
VD02,3,2,15,8,6,80,80,80,20,0
VD01,3,3,15,8,6,80,80,80,20,0
VD02,3,3,15,8,6,80,80,80,20,0
VD01,3,4,15,8,6,80,80,80,20,0
VD02,3,4,15,8,6,80,80,80,20,0
VD01,4,1,21,15,9,50,50,50,26,1
VD02,4,1,8,6,4,91,91,91,7,1
VD01,4,2,21,15,9,50,50,50,26,1
VD02,4,2,8,6,4,91,91,91,7,1
VD01,4,3,21,15,9,50,50,50,26,1
VD02,4,3,8,6,4,91,91,91,7,1
VD01,4,4,21,15,9,50,50,50,26,1
VD02,4,4,8,6,4,91,91,91,7,1
VD01,5,1,21,15,9,50,50,50,26,1
VD02,5,1,8,6,4,91,91,91,7,1
VD01,5,2,21,15,9,50,50,50,26,1
VD02,5,2,8,6,4,91,91,91,7,1
VD01,5,3,21,15,9,50,50,50,26,1
VD02,5,3,8,6,4,91,91,91,7,1
VD01,5,4,21,15,9,50,50,50,26,1
VD02,5,4,8,6,4,91,91,91,7,1
VD01,6,1,21,15,9,50,50,50,26,1
VD02,6,1,8,6,4,91,91,91,7,1
VD01,6,2,21,15,9,50,50,50,26,1
VD02,6,2,8,6,4,91,91,91,7,1
VD01,6,3,21,15,9,50,50,50,26,1
VD02,6,3,8,6,4,91,91,91,7,1
VD01,6,4,21,15,9,50,50,50,26,1
VD02,6,4,8,6,4,91,91,91,7,1
VD01,7,1,21,15,9,50,50,50,26,1
VD02,7,1,8,6,4,91,91,91,7,1
VD01,7,2,21,15,9,50,50,50,26,1
VD02,7,2,8,6,4,91,91,91,7,1
VD01,7,3,21,15,9,50,50,50,26,1
VD02,7,3,8,6,4,91,91,91,7,1
VD01,7,4,21,15,9,50,50,50,26,1
VD02,7,4,8,6,4,91,91,91,7,1
VD01,8,1,21,15,9,50,50,50,26,1
VD02,8,1,8,6,4,91,91,91,7,1
VD01,8,2,21,15,9,50,50,50,26,1
VD02,8,2,8,6,4,91,91,91,7,1
VD01,8,3,21,15,9,50,50,50,26,1
VD02,8,3,8,6,4,91,91,91,7,1
VD01,8,4,21,15,9,50,50,50,26,1
VD02,8,4,8,6,4,91,91,91,7,1
VD01,9,1,21,15,9,50,50,50,26,1
VD02,9,1,8,6,4,91,91,91,7,1
VD01,9,2,21,15,9,50,50,50,26,1
VD02,9,2,8,6,4,91,91,91,7,1
VD01,9,3,21,15,9,50,50,50,26,1
VD02,9,3,8,6,4,91,91,91,7,1
VD01,9,4,21,15,9,50,50,50,26,1
VD02,9,4,8,6,4,91,91,91,7,1
VD01,10,1,21,15,9,50,50,50,26,1
VD02,10,1,8,6,4,91,91,91,7,1
VD01,10,2,21,15,9,50,50,50,26,1
VD02,10,2,8,6,4,91,91,91,7,1
VD01,10,3,21,15,9,50,50,50,26,1
VD02,10,3,8,6,4,91,91,91,7,1
VD01,10,4,21,15,9,50,50,50,26,1
VD02,10,4,8,6,4,91,91,91,7,1
VD01,11,1,21,15,9,50,50,50,26,1
VD02,11,1,8,6,4,91,91,91,7,1
VD01,11,2,21,15,9,50,50,50,26,1
VD02,11,2,8,6,4,91,91,91,7,1
VD01,11,3,21,15,9,50,50,50,26,1
VD02,11,3,8,6,4,91,91,91,7,1
VD01,11,4,21,15,9,50,50,50,26,1
VD02,11,4,8,6,4,91,91,91,7,1
VD01,12,1,21,15,9,50,50,50,26,1
VD02,12,1,8,6,4,91,91,91,7,1
VD01,12,2,21,15,9,50,50,50,26,1
VD02,12,2,8,6,4,91,91,91,7,1
VD01,12,3,21,15,9,50,50,50,26,1
VD02,12,3,8,6,4,91,91,91,7,1
VD01,12,4,21,15,9,50,50,50,26,1
VD02,12,4,8,6,4,91,91,91,7,1
VD01,13,1,15,8,6,80,80,80,20,0
VD02,13,1,15,8,6,80,80,80,20,0
VD01,13,2,15,8,6,80,80,80,20,0
VD02,13,2,15,8,6,80,80,80,20,0
VD01,13,3,15,8,6,80,80,80,20,0
VD02,13,3,15,8,6,80,80,80,20,0
VD01,13,4,15,8,6,80,80,80,20,0
VD02,13,4,15,8,6,80,80,80,20,0
VD01,14,1,15,8,6,80,80,80,20,0
VD02,14,1,15,8,6,80,80,80,20,0
VD01,14,2,15,8,6,80,80,80,20,0
VD02,14,2,15,8,6,80,80,80,20,0
VD01,14,3,15,8,6,80,80,80,20,0
VD02,14,3,15,8,6,80,80,80,20,0
VD01,14,4,15,8,6,80,80,80,20,0
VD02,14,4,15,8,6,80,80,80,20,0
VD01,15,1,15,8,6,80,80,80,20,0
VD02,15,1,15,8,6,80,80,80,20,0
VD01,15,2,15,8,6,80,80,80,20,0
VD02,15,2,15,8,6,80,80,80,20,0
VD01,15,3,15,8,6,80,80,80,20,0
VD02,15,3,15,8,6,80,80,80,20,0
VD01,15,4,15,8,6,80,80,80,20,0
VD02,15,4,15,8,6,80,80,80,20,0
VD01,1,1,15,8,6,80,80,80,20,0
VD02,1,1,15,8,6,80,80,80,20,0
VD01,1,2,15,8,6,80,80,80,20,0
VD02,1,2,15,8,6,80,80,80,20,0
VD01,1,3,15,8,6,80,80,80,20,0
VD02,1,3,15,8,6,80,80,80,20,0
VD01,1,4,15,8,6,80,80,80,20,0
VD02,1,4,15,8,6,80,80,80,20,0
VD01,2,1,15,8,6,80,80,80,20,0
VD02,2,1,15,8,6,80,80,80,20,0
VD01,2,2,15,8,6,80,80,80,20,0
VD02,2,2,15,8,6,80,80,80,20,0
VD01,2,3,15,8,6,80,80,80,20,0
VD02,2,3,15,8,6,80,80,80,20,0
VD01,2,4,15,8,6,80,80,80,20,0
VD02,2,4,15,8,6,80,80,80,20,0
VD01,3,1,15,8,6,80,80,80,20,0
VD02,3,1,15,8,6,80,80,80,20,0
VD01,3,2,15,8,6,80,80,80,20,0
VD02,3,2,15,8,6,80,80,80,20,0
VD01,3,3,15,8,6,80,80,80,20,0
VD02,3,3,15,8,6,80,80,80,20,0
VD01,3,4,15,8,6,80,80,80,20,0
VD02,3,4,15,8,6,80,80,80,20,0
VD01,4,1,20,15,10,50,50,50,26,1
VD02,4,1,8,5,5,91,91,91,6,1
VD01,4,2,20,15,10,50,50,50,26,1
VD02,4,2,8,5,5,91,91,91,6,1
VD01,4,3,20,15,10,50,50,50,26,1
VD02,4,3,8,5,5,91,91,91,6,1
VD01,4,4,20,15,10,50,50,50,26,1
VD02,4,4,8,5,5,91,91,91,6,1
VD01,5,1,20,15,10,50,50,50,26,1
VD02,5,1,8,5,5,91,91,91,6,1
VD01,5,2,20,15,10,50,50,50,26,1
VD02,5,2,8,5,5,91,91,91,6,1
VD01,5,3,20,15,10,50,50,50,26,1
VD02,5,3,8,5,5,91,91,91,6,1
VD01,5,4,20,15,10,50,50,50,26,1
VD02,5,4,8,5,5,91,91,91,6,1
VD01,6,1,20,15,10,50,50,50,26,1
VD02,6,1,8,5,5,91,91,91,6,1
VD01,6,2,20,15,10,50,50,50,26,1
VD02,6,2,8,5,5,91,91,91,6,1
VD01,6,3,20,15,10,50,50,50,26,1
VD02,6,3,8,5,5,91,91,91,6,1
VD01,6,4,20,15,10,50,50,50,26,1
VD02,6,4,8,5,5,91,91,91,6,1
VD01,7,1,20,15,10,50,50,50,26,1
VD02,7,1,8,5,5,91,91,91,6,1
VD01,7,2,20,15,10,50,50,50,26,1
VD02,7,2,8,5,5,91,91,91,6,1
VD01,7,3,20,15,10,50,50,50,26,1
VD02,7,3,8,5,5,91,91,91,6,1
VD01,7,4,20,15,10,50,50,50,26,1
VD02,7,4,8,5,5,91,91,91,6,1
VD01,8,1,20,15,10,50,50,50,26,1
VD02,8,1,8,5,5,91,91,91,6,1
VD01,8,2,20,15,10,50,50,50,26,1
VD02,8,2,8,5,5,91,91,91,6,1
VD01,8,3,20,15,10,50,50,50,26,1
VD02,8,3,8,5,5,91,91,91,6,1
VD01,8,4,20,15,10,50,50,50,26,1
VD02,8,4,8,5,5,91,91,91,6,1
VD01,9,1,20,15,10,50,50,50,26,1
VD02,9,1,8,5,5,91,91,91,6,1
VD01,9,2,20,15,10,50,50,50,26,1
VD02,9,2,8,5,5,91,91,91,6,1
VD01,9,3,20,15,10,50,50,50,26,1
VD02,9,3,8,5,5,91,91,91,6,1
VD01,9,4,20,15,10,50,50,50,26,1
VD02,9,4,8,5,5,91,91,91,6,1
VD01,10,1,20,15,10,50,50,50,26,1
VD02,10,1,8,5,5,91,91,91,6,1
VD01,10,2,20,15,10,50,50,50,26,1
VD02,10,2,8,5,5,91,91,91,6,1
VD01,10,3,20,15,10,50,50,50,26,1
VD02,10,3,8,5,5,91,91,91,6,1
VD01,10,4,20,15,10,50,50,50,26,1
VD02,10,4,8,5,5,91,91,91,6,1
VD01,11,1,20,15,10,50,50,50,26,1
VD02,11,1,8,5,5,91,91,91,6,1
VD01,11,2,20,15,10,50,50,50,26,1
VD02,11,2,8,5,5,91,91,91,6,1
VD01,11,3,20,15,10,50,50,50,26,1
VD02,11,3,8,5,5,91,91,91,6,1
VD01,11,4,20,15,10,50,50,50,26,1
VD02,11,4,8,5,5,91,91,91,6,1
VD01,12,1,20,15,10,50,50,50,26,1
VD02,12,1,8,5,5,91,91,91,6,1
VD01,12,2,20,15,10,50,50,50,26,1
VD02,12,2,8,5,5,91,91,91,6,1
VD01,12,3,20,15,10,50,50,50,26,1
VD02,12,3,8,5,5,91,91,91,6,1
VD01,12,4,20,15,10,50,50,50,26,1
VD02,12,4,8,5,5,91,91,91,6,1
VD01,13,1,15,8,6,80,80,80,20,0
VD02,13,1,15,8,6,80,80,80,20,0
VD01,13,2,15,8,6,80,80,80,20,0
VD02,13,2,15,8,6,80,80,80,20,0
VD01,13,3,15,8,6,80,80,80,20,0
VD02,13,3,15,8,6,80,80,80,20,0
VD01,13,4,15,8,6,80,80,80,20,0
VD02,13,4,15,8,6,80,80,80,20,0
VD01,14,1,15,8,6,80,80,80,20,0
VD02,14,1,15,8,6,80,80,80,20,0
VD01,14,2,15,8,6,80,80,80,20,0
VD02,14,2,15,8,6,80,80,80,20,0
VD01,14,3,15,8,6,80,80,80,20,0
VD02,14,3,15,8,6,80,80,80,20,0
VD01,14,4,15,8,6,80,80,80,20,0
VD02,14,4,15,8,6,80,80,80,20,0
VD01,15,1,15,8,6,80,80,80,20,0
VD02,15,1,15,8,6,80,80,80,20,0
VD01,15,2,15,8,6,80,80,80,20,0
VD02,15,2,15,8,6,80,80,80,20,0
VD01,15,3,15,8,6,80,80,80,20,0
VD02,15,3,15,8,6,80,80,80,20,0
VD01,15,4,15,8,6,80,80,80,20,0
VD02,15,4,15,8,6,80,80,80,20,0
VD01,1,1,16,7,7,80,80,80,20,0
VD02,1,1,16,7,7,80,80,80,20,0
VD01,1,2,16,7,7,80,80,80,20,0
VD02,1,2,16,7,7,80,80,80,20,0
VD01,1,3,16,7,7,80,80,80,20,0
VD02,1,3,16,7,7,80,80,80,20,0
VD01,1,4,16,7,7,80,80,80,20,0
VD02,1,4,16,7,7,80,80,80,20,0
VD01,2,1,16,7,7,80,80,80,20,0
VD02,2,1,16,7,7,80,80,80,20,0
VD01,2,2,16,7,7,80,80,80,20,0
VD02,2,2,16,7,7,80,80,80,20,0
VD01,2,3,16,7,7,80,80,80,20,0
VD02,2,3,16,7,7,80,80,80,20,0
VD01,2,4,16,7,7,80,80,80,20,0
VD02,2,4,16,7,7,80,80,80,20,0
VD01,3,1,16,7,7,80,80,80,20,0
VD02,3,1,16,7,7,80,80,80,20,0
VD01,3,2,16,7,7,80,80,80,20,0
VD02,3,2,16,7,7,80,80,80,20,0
VD01,3,3,16,7,7,80,80,80,20,0
VD02,3,3,16,7,7,80,80,80,20,0
VD01,3,4,16,7,7,80,80,80,20,0
VD02,3,4,16,7,7,80,80,80,20,0
VD01,4,1,20,14,11,50,50,50,26,1
VD02,4,1,8,5,5,91,91,91,5,1
VD01,4,2,20,14,11,50,50,50,26,1
VD02,4,2,8,5,5,91,91,91,5,1
VD01,4,3,20,14,11,50,50,50,26,1
VD02,4,3,8,5,5,91,91,91,5,1
VD01,4,4,20,14,11,50,50,50,26,1
VD02,4,4,8,5,5,91,91,91,5,1
VD01,5,1,20,14,11,50,50,50,26,1
VD02,5,1,8,5,5,91,91,91,5,1
VD01,5,2,20,14,11,50,50,50,26,1
VD02,5,2,8,5,5,91,91,91,5,1
VD01,5,3,20,14,11,50,50,50,26,1
VD02,5,3,8,5,5,91,91,91,5,1
VD01,5,4,20,14,11,50,50,50,26,1
VD02,5,4,8,5,5,91,91,91,5,1
VD01,6,1,20,14,11,50,50,50,26,1
VD02,6,1,8,5,5,91,91,91,5,1
VD01,6,2,20,14,11,50,50,50,26,1
VD02,6,2,8,5,5,91,91,91,5,1
VD01,6,3,20,14,11,50,50,50,26,1
VD02,6,3,8,5,5,91,91,91,5,1
